name,gender,stream,10th_percentage,12th_percentage,numerical_ability,verbal_reasoning,logical_thinking,spatial_awareness,problem_solving,openness,conscientiousness,extraversion,agreeableness,neuroticism,career_1,career_1_score,career_1_courses,career_2,career_2_score,career_3,career_3_score
Udant Dubey,Female,Humanities/Arts,89,73,65,100,90,82,64,2.41,3.5,2.66,2.24,2.08,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9467,Historian,0.9467
Vanya Baral,Male,Commerce,89,95,49,53,44,95,88,1.51,3.66,3.34,2.2,2.1,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9515,Economist,0.9515
Vansha Kashyap,Male,Science(PCM),61,74,51,92,44,59,42,2.79,2.19,3.26,2.25,2.28,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Kalpit Atwal,Female,Science(PCB),69,70,44,100,96,32,41,3.48,1.92,2.18,3.08,2.57,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Wishi Shroff,Female,Science(PCM),86,95,48,89,51,68,47,2.98,3.19,1.94,2.68,2.99,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9354,Automobile Engineer,0.9354
Chanakya Seshadri,Female,Humanities/Arts,69,97,91,77,41,100,51,3.44,2.77,2.21,3.09,3.35,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9791,Historian,0.9791
Nathaniel Chopra,Male,Science(PCB),69,71,39,62,55,87,71,3.03,1.99,2.2,1.95,2.41,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Isaac Karan,Female,Science(PCM),80,71,90,49,84,61,34,2.49,2.81,2.01,2.22,3.15,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Madhav Uppal,Female,Science(PCB),73,71,56,50,71,93,68,1.98,2.65,2.52,3.16,3.12,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Warda Grewal,Female,Commerce,82,79,62,83,64,76,41,2.16,3.91,2.65,2.64,3.06,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9636,Economist,0.9636
Madhav Kale,Female,Science(PCM),93,76,100,76,58,93,32,3.5,2.59,2.12,2.5,2.8,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9288,Automobile Engineer,0.9288
Pranit Jaggi,Male,Commerce,66,67,100,82,95,50,97,2.42,2.73,3.16,2.66,1.96,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9576,Economist,0.9576
Rajeshri Tiwari,Male,Commerce,62,69,99,64,42,99,75,2.62,2.62,1.91,3.48,3.42,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Krishna Babu,Female,Humanities/Arts,76,93,58,51,51,91,83,2.92,3.35,2.48,2.48,2.92,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Henry Ravel,Male,Commerce,94,84,96,94,66,42,77,3.04,3.21,2.69,3.45,3.35,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9517,Economist,0.9517
Wridesh Gole,Male,Science(PCM),94,89,64,71,74,100,69,3.26,2.45,3.4,3.29,3.38,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9509,Automobile Engineer,0.9509
Darpan Ben,Male,Science(PCB),88,90,45,58,60,50,54,3.26,2.09,3.36,3.45,2.15,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9462,Geneticist,0.9462
Vincent Pandit,Male,Science(PCM),84,67,61,49,100,41,53,2.62,3.28,2.08,3.18,1.92,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Aachal Swaminathan,Female,Commerce,89,78,55,72,48,77,87,2.57,1.9,2.94,2.36,2.56,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Orinder Gulati,Male,Science(PCM),79,91,100,83,77,92,51,2.27,2.44,1.93,2.55,2.96,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.96,Automobile Engineer,0.96
Kritika Viswanathan,Female,Science(PCB),64,65,41,54,93,39,77,2.64,2.02,3.06,3.5,2.41,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Arjun Shankar,Female,Commerce,95,85,55,79,35,63,95,3.16,2.64,3.2,2.42,2.64,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Nimrat Chakraborty,Female,Humanities/Arts,96,67,49,79,39,75,31,2.9,2.64,3.02,3.48,2.21,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9453,Historian,0.9453
Charvi Edwin,Female,Commerce,75,88,100,71,46,77,55,3.05,2.06,3.38,3.23,3.09,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Eshana Soni,Male,Science(PCB),97,93,79,88,85,58,91,3.19,2.37,3.16,2.78,2.24,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9472,Geneticist,0.9472
Alka Kunda,Male,Science(PCM),84,67,100,48,82,96,95,1.92,3.49,3.0,2.94,3.49,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Tara Khosla,Female,Science(PCM),88,94,67,55,41,78,42,3.37,3.24,2.16,3.18,2.35,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9104,Automobile Engineer,0.9104
Jai Bora,Female,Humanities/Arts,82,62,52,53,90,82,77,2.33,3.37,2.9,3.37,2.71,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9458,Historian,0.9458
Ladli Natarajan,Female,Science(PCB),86,82,78,60,34,54,93,2.94,3.34,3.44,3.35,3.18,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Brinda Verma,Female,Commerce,94,79,99,96,41,89,36,3.23,2.05,2.69,2.89,3.38,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Nachiket Shenoy,Male,Science(PCB),73,79,31,80,97,94,34,2.75,2.06,2.75,2.04,2.46,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Fariq Prasad,Male,Science(PCB),85,98,56,63,70,91,51,2.31,3.19,2.23,2.96,2.02,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9635,Geneticist,0.9635
Devika Pai,Female,Commerce,67,62,94,38,58,35,70,3.49,3.4,2.94,3.04,3.16,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9498,Economist,0.9498
Hredhaan Dara,Female,Commerce,97,88,71,40,59,52,76,2.18,2.1,2.73,3.13,2.04,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9796,Economist,0.9796
Victor Divan,Female,Science(PCB),75,63,37,56,53,63,62,3.11,2.66,2.51,2.77,2.87,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ijaya Banik,Female,Science(PCB),69,64,83,70,30,46,33,2.67,1.98,1.98,3.48,2.83,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Riya Sharma,Female,Commerce,68,60,100,99,84,87,80,2.97,3.11,3.24,2.28,2.01,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9742,Economist,0.9742
Ekta Apte,Female,Commerce,64,62,50,46,70,41,85,3.27,2.69,2.19,3.05,2.3,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9996,Economist,0.9996
Kashvi Ghose,Male,Science(PCB),74,65,100,95,39,47,61,3.26,3.25,2.6,1.94,3.02,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Qarin Chacko,Male,Humanities/Arts,62,72,59,81,89,67,91,2.05,2.83,2.82,2.14,3.41,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9892,Historian,0.9892
Ayushman Mannan,Female,Commerce,98,92,100,60,55,73,84,3.46,2.56,2.39,2.59,2.42,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Lohit Menon,Female,Science(PCB),97,75,51,64,62,60,72,2.23,3.53,3.2,3.27,2.58,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Sanya Bajaj,Male,Science(PCB),98,75,35,67,95,72,57,1.99,3.35,3.06,3.79,1.99,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Sudiksha Kapur,Female,Humanities/Arts,81,73,73,100,90,62,35,2.93,2.12,1.97,3.17,2.67,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9706,Historian,0.9706
Barkha Baral,Female,Commerce,61,72,69,34,36,64,78,3.02,2.18,2.59,3.38,2.15,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Max Parikh,Male,Science(PCM),67,97,65,43,73,50,88,3.24,2.52,2.17,3.1,2.84,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9363,Automobile Engineer,0.9363
Ira Gill,Female,Science(PCM),68,94,53,57,100,94,68,2.31,2.45,3.29,2.45,2.21,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9667,Automobile Engineer,0.9667
Gautam Nigam,Female,Commerce,88,87,47,92,44,31,100,2.0,3.21,2.73,1.93,2.64,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9762,Economist,0.9762
Vansha Gill,Female,Humanities/Arts,67,81,47,90,59,72,80,3.16,3.4,2.82,3.16,1.94,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8837,Historian,0.8837
Anthony Bhatti,Female,Humanities/Arts,61,73,40,57,31,79,50,3.23,2.55,3.09,2.35,1.97,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9859,Historian,0.9859
Farhan Kapadia,Male,Science(PCB),70,73,49,100,33,99,52,2.79,2.06,3.14,3.13,3.2,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Zaitra Pillay,Female,Humanities/Arts,66,95,88,100,51,60,73,3.24,2.98,3.02,2.73,2.69,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9297,Historian,0.9297
Ira Butala,Male,Science(PCB),97,84,45,100,66,70,76,2.88,2.05,3.28,2.33,3.12,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Daksh Viswanathan,Female,Science(PCB),94,82,78,100,76,74,43,3.33,3.0,2.38,2.81,3.11,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Vrinda Cherian,Female,Science(PCM),80,61,52,31,65,82,57,2.73,3.18,2.07,2.25,2.85,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Janya Bajwa,Female,Commerce,66,73,100,55,42,100,86,2.53,2.21,3.11,1.92,3.09,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Turvi Banik,Male,Commerce,86,91,89,59,48,52,44,3.16,3.08,2.2,2.71,2.56,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Pahal Dixit,Male,Humanities/Arts,93,95,65,77,67,95,60,3.29,2.51,2.73,2.23,2.26,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9915,Historian,0.9915
Sai Gopal,Male,Science(PCM),95,86,100,98,69,87,69,2.23,2.9,2.73,2.39,2.93,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.964,Automobile Engineer,0.964
Sarthak Mohanty,Male,Commerce,79,93,100,67,90,71,58,3.45,2.49,1.93,3.45,2.16,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9842,Economist,0.9842
Vasatika Pradhan,Male,Humanities/Arts,80,75,68,55,40,75,33,3.44,3.15,1.98,3.21,2.63,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9646,Historian,0.9646
Aadi Dora,Female,Science(PCB),65,75,61,100,95,73,75,2.98,2.28,3.15,3.19,3.42,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ekbal Mammen,Female,Humanities/Arts,88,97,80,100,60,76,35,2.35,1.96,2.63,2.04,3.41,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Ishwar Borra,Male,Commerce,85,88,66,53,91,82,57,2.14,3.27,3.33,2.64,2.74,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9902,Economist,0.9902
Sneha Dhaliwal,Female,Science(PCM),73,79,79,89,99,49,78,3.09,1.99,3.11,2.68,2.6,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9491,Automobile Engineer,0.9491
Neel Solanki,Male,Commerce,90,93,100,42,64,87,55,3.46,3.19,3.2,3.22,3.0,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9901,Economist,0.9901
Sanaya Tandon,Male,Science(PCM),81,74,63,93,73,46,34,2.14,3.23,2.67,2.77,3.44,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Idika Wadhwa,Female,Science(PCB),76,91,30,87,41,33,89,3.23,1.91,3.28,2.19,3.17,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9637,Geneticist,0.9637
Harini Deshpande,Male,Science(PCM),88,95,72,55,68,83,47,3.25,2.1,3.3,2.2,2.78,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9617,Automobile Engineer,0.9617
Chakradev Gera,Male,Science(PCM),76,93,100,99,66,100,79,3.02,3.07,2.35,2.74,3.18,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.924,Automobile Engineer,0.924
Vamakshi Bala,Female,Science(PCB),85,92,74,100,39,52,100,2.67,2.63,2.63,3.21,3.36,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9334,Geneticist,0.9334
Mitesh Rajagopalan,Male,Science(PCB),73,77,36,82,71,72,55,2.9,3.38,2.3,2.79,2.02,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Lekha Sehgal,Female,Science(PCM),62,89,76,77,79,40,94,2.04,3.34,2.85,2.45,3.36,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9428,Automobile Engineer,0.9428
Yug Kade,Female,Science(PCM),91,85,100,75,99,69,91,2.6,2.14,3.13,2.14,2.37,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9529,Automobile Engineer,0.9529
Rachit Balasubramanian,Female,Commerce,69,86,64,36,68,87,36,2.85,2.97,2.88,2.19,3.09,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Christopher Dani,Female,Commerce,80,69,68,32,69,37,54,3.37,2.76,3.24,2.02,3.18,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Qadim Patil,Male,Commerce,81,91,85,77,86,48,51,3.35,2.34,1.9,2.79,2.59,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Bina Walla,Female,Science(PCM),85,81,100,58,84,96,47,2.2,3.25,2.0,2.67,2.31,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.914,Automobile Engineer,0.914
Naksh Rastogi,Male,Science(PCB),81,89,32,83,99,88,60,2.37,2.5,2.41,3.49,2.2,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.952,Geneticist,0.952
Yachana Date,Female,Science(PCB),68,77,97,100,81,33,44,3.37,2.25,2.64,3.27,3.09,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Urvashi Dalal,Male,Commerce,81,86,77,62,92,32,71,2.69,3.43,2.02,2.51,2.67,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9673,Economist,0.9673
Zansi Kaur,Female,Science(PCB),90,71,67,55,97,66,77,3.5,2.66,2.45,3.2,2.47,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Advik Andra,Female,Commerce,78,79,88,74,79,94,41,2.41,2.86,2.54,2.71,2.82,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Hamsini Din,Male,Commerce,82,97,100,57,34,49,70,3.23,3.23,2.73,3.09,2.06,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9478,Economist,0.9478
Rohan Kara,Female,Science(PCB),90,84,71,53,86,71,46,1.93,3.49,2.5,2.64,2.77,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yashoda Pai,Male,Science(PCM),88,60,100,96,100,65,32,2.99,3.27,3.04,2.11,2.12,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pavani Banerjee,Female,Humanities/Arts,73,66,83,100,51,66,38,3.47,3.34,3.03,3.11,2.78,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8938,Historian,0.8938
Imaran Nayar,Female,Humanities/Arts,86,87,50,71,68,92,31,3.08,3.23,3.19,3.43,3.34,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9167,Historian,0.9167
Yoshita Sharaf,Male,Science(PCB),90,93,79,78,91,31,60,2.1,3.37,2.77,3.38,2.75,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9057,Geneticist,0.9057
Parth Chakrabarti,Female,Commerce,87,64,49,35,99,41,53,2.29,2.21,2.41,3.39,2.18,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9891,Economist,0.9891
Lakshit Ramachandran,Male,Commerce,89,97,88,81,47,75,35,2.88,2.04,2.18,2.91,3.13,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Gaurang Rana,Female,Science(PCM),70,66,100,38,100,56,54,2.41,3.21,2.94,2.78,2.23,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pallavi Kalla,Female,Humanities/Arts,93,82,30,100,84,96,75,2.01,3.14,2.26,2.17,3.27,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9942,Historian,0.9942
Pooja Shanker,Female,Science(PCM),73,95,64,59,90,78,97,2.74,2.93,3.27,2.87,3.21,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9427,Automobile Engineer,0.9427
Vasudha Swaminathan,Male,Commerce,65,74,72,80,98,72,35,2.21,2.45,2.37,3.07,2.92,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Arunima Subramaniam,Male,Humanities/Arts,69,97,75,60,63,90,50,2.76,3.1,1.91,3.47,2.01,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.953,Historian,0.953
Champak Seshadri,Female,Commerce,84,82,69,58,73,62,70,2.09,2.92,2.24,3.49,2.73,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9768,Economist,0.9768
Advik Nagar,Male,Science(PCM),92,73,96,90,53,91,97,3.43,2.43,2.85,3.09,1.97,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Gautam Subramaniam,Male,Commerce,95,70,88,54,80,83,62,2.74,4.29,3.05,2.5,1.74,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9308,Economist,0.9308
Quincy Gulati,Male,Science(PCM),67,61,100,39,87,100,41,2.46,2.73,3.09,3.27,2.23,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Nidra Datta,Male,Humanities/Arts,83,91,96,49,41,96,58,2.59,3.22,2.6,2.89,1.95,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9969,Historian,0.9969
Siddharth Choudhry,Male,Commerce,98,79,100,84,39,85,95,2.74,2.31,2.36,2.93,2.89,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Fitan Bhargava,Female,Humanities/Arts,79,73,48,100,37,87,44,2.74,2.45,2.17,2.38,2.91,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Jack Zacharia,Male,Science(PCB),69,69,63,46,81,80,47,2.5,2.5,3.23,2.2,2.56,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Upadhriti Panchal,Female,Humanities/Arts,92,74,67,58,91,87,95,2.34,2.9,3.08,2.51,3.4,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9949,Historian,0.9949
Anika Batra,Female,Commerce,61,72,69,96,76,90,62,2.33,2.33,2.95,3.45,1.94,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9951,Economist,0.9951
Yug Sami,Female,Science(PCB),89,95,99,48,67,30,91,2.18,2.0,3.24,3.39,2.99,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9381,Geneticist,0.9381
Kamala Keer,Male,Science(PCB),60,79,69,80,97,43,88,2.91,3.19,3.46,3.41,2.4,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Aradhana Hegde,Male,Science(PCB),76,69,92,100,79,44,94,1.97,3.13,2.76,2.05,3.16,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Mohammed Lanka,Female,Humanities/Arts,70,95,90,76,96,88,68,2.37,2.04,3.16,3.1,3.18,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9771,Historian,0.9771
Arunima Sen,Male,Humanities/Arts,70,91,43,54,55,77,99,3.42,2.77,2.99,1.95,2.96,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9695,Historian,0.9695
Samaksh Karnik,Female,Science(PCB),84,96,53,54,66,70,98,3.29,2.33,2.98,3.49,2.78,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9278,Geneticist,0.9278
Unni Vasa,Female,Science(PCB),85,93,96,100,100,49,74,2.55,3.44,2.42,3.37,2.44,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9048,Geneticist,0.9048
Dalbir Dyal,Male,Science(PCB),97,81,54,100,41,51,90,2.7,2.02,3.31,2.58,2.13,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Vasatika De,Female,Commerce,61,96,100,66,30,57,78,2.19,2.46,2.7,2.75,2.55,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Qarin Shankar,Female,Commerce,94,78,57,73,61,60,49,2.27,2.4,2.69,2.99,2.91,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Jeet Parsa,Male,Science(PCM),70,72,49,39,42,78,53,2.29,2.92,3.27,3.25,3.24,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pranit Datta,Female,Humanities/Arts,83,79,74,61,72,58,93,2.81,2.74,3.39,2.16,3.05,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9665,Historian,0.9665
Faqid Bath,Male,Commerce,65,95,79,42,92,69,45,2.11,2.36,2.79,2.06,2.25,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Devika Datta,Male,Science(PCM),73,73,66,81,100,71,98,3.01,2.1,2.65,3.12,2.9,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Harita Anne,Female,Commerce,83,69,66,51,39,59,87,1.56,3.54,3.22,3.24,2.9,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9253,Economist,0.9253
Aarna Baria,Male,Science(PCB),96,60,45,85,95,56,62,2.18,3.26,2.68,2.16,3.49,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Krishna Vohra,Male,Science(PCB),75,97,57,100,60,51,60,2.93,4.5,3.66,3.61,3.46,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.8193,Geneticist,0.8193
Lakshmi Muni,Female,Science(PCM),67,95,63,56,73,61,91,2.76,3.14,2.68,2.95,2.48,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9442,Automobile Engineer,0.9442
Gaurika Jain,Female,Science(PCM),82,72,98,33,60,40,49,2.44,2.26,2.41,1.91,3.07,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Manan Sule,Male,Science(PCM),88,84,74,49,80,70,62,2.28,2.64,2.59,2.27,2.23,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9699,Automobile Engineer,0.9699
Logan Mukhopadhyay,Male,Commerce,88,83,57,93,71,80,36,2.72,3.29,3.04,2.32,2.03,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.999,Economist,0.999
Darpan Narang,Female,Science(PCB),87,70,55,61,42,70,80,2.77,2.68,3.49,2.05,3.47,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Nathan Gupta,Male,Humanities/Arts,72,93,90,100,93,65,50,2.87,2.14,2.91,1.98,2.72,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.982,Historian,0.982
